35		
0:  	-2	-2
1:	2	-2
2:	2	2
3:  	-2	2
4:	0.5	0
5:	0.489765	-0.100649
6:	0.459479	-0.197178
7:	0.410382	-0.285634
8:	0.344483	-0.362396
9:	0.264482	-0.424322
10:	0.173653	-0.468876
11:	0.075714	-0.494234
12:	-0.025325	-0.499358
13:	-0.125326	-0.484039
14:	-0.220197	-0.448902
15:	-0.306053	-0.395388
16:	-0.379379	-0.325686
17:	-0.437173	-0.242651
18:	-0.47707	-0.149682
19:	-0.497435	-0.050584
20:	-0.497435	0.050584
21:	-0.47707	0.149682
22:	-0.437173	0.242651
23:	-0.379379	0.325686
24:	-0.306053	0.395388
25:	-0.220197	0.448902
26:	-0.125326	0.484039
27:	-0.025325	0.499358
28:	0.075714	0.494234
29:	0.173653	0.468876
30:	0.264482	0.424322
31:	0.344483	0.362396
32:	0.410382	0.285634
33:	0.459479	0.197178
34:	0.489765	0.100649		
35		
0:	0	1
1:	1	2
2:	2	3
3:	3	0
4:	4	5
5:	5	6
6:	6	7
7:	7	8
8:	8	9
9:	9	10
10:	10	11
11:	11	12
12:	12	13
13:	13	14
14:	14	15
15:	15	16
16:	16	17
17:	17	18
18:	18	19
19:	19	20
20:	20	21
21:	21	22
22:	22	23
23:	23	24
24:	24	25
25:	25	26
26:	26	27
27:	27	28
28:	28	29
29:	29	30
30:	30	31
31:	31	32
32:	32	33
33:	33	34
34:	34	4
4		
0:	0	1
1:	1	2
2:	2	3
3:	3	0
1		
31		
4:	4	5
5:	5	6
6:	6	7
7:	7	8
8:	8	9
9:	9	10
10:	10	11
11:	11	12
12:	12	13
13:	13	14
14:	14	15
15:	15	16
16:	16	17
17:	17	18
18:	18	19
19:	19	20
20:	20	21
21:	21	22
22:	22	23
23:	23	24
24:	24	25
25:	25	26
26:	26	27
27:	27	28
28:	28	29
29:	29	30
30:	30	31
31:	31	32
32:	32	33
33:	33	34
34:	34	4
